MMSI,BaseDateTime,LAT_x,LON_x,SOG_x,COG_x,Heading_x,VesselName_x,IMO_x,CallSign_x,VesselType_x,neighbor_MMSI,neighbor_BaseDateTime,neighbor_ship_latitude,neighbor_ship_longitude,neighbor_ship_SOG,neighbor_ship_COG,neighbor_ship_Heading,neighbor_ship_name,neighbor_ship_IMO,neighbor_ship_CallSign,neighbor_ship_VesselType,distance,Status_x,Length_x,Width_x,Draft_x,Cargo_x,TransceiverClass_x,Date_x,Time_x,delta_time,delta_COG,delta_SOG,delta_Heading,prev_LAT,prev_LON,distance_traveled,rolling_mean_SOG,rolling_std_SOG,COG_threshold,SOG_threshold,Heading_threshold,distance_threshold,anomaly,anomaly_reason,Position Deviation,Speed Deviation,Position Threshold,Speed Threshold,Anomaly,Actual_LAT,Actual_LON,Predicted_LAT,Predicted_LON,Distance,path,extracted_path
249889000,2021-11-10 14:28:29,26.31005,-94.77694,0.9,308.9,255.0,KAREKARE,IMO9787986,9HA4418,80.0,,,,,,,,,,,,,8.0,274.0,48.0,9.3,80.0,A,2021-11-10,14:28:29,59511.0,0.8999999999999773,-12.8,-52.0,26.25272,-94.44859,33351.63435977111,3.46,0.0,520.9251504371716,7.479705819348323,370.7829897662318,33299.74154727461,True,"Speed Change, Unusual Distance Traveled",0.1587225444681697,6.095238095238094,0.6867536924599841,4.097581657343326,True,,,,,,E:\SIH_FINAL_AIS_SATE\satellitedata\satellite_data_2021-11-10T14_28_29Z_2021-11-30T14_28_29Z.zip,E:\SIH_FINAL_AIS_SATE\satellitedata\extracted_sar_data1\S1A_IW_GRDH_1SDV_20211124T002556_20211124T002621_040706_04D493_4454.SAFE\
220634000,2021-11-06 03:49:31,28.02682,-94.41456,11.4,359.6,359.0,TORM LILLY,IMO9392470,OUPJ2,80.0,,,,,,,,,,,,,0.0,183.0,32.0,13.5,80.0,A,2021-11-06,03:49:31,7569.0,359.5,0.0999999999999996,358.0,27.63069,-94.41498,44047.6656540457,11.5,0.3162277660168376,351.06649131580286,12.555506864918188,330.4810562028426,32200.5075956512,True,"Sharp Turn, Unusual Distance Traveled",,,,,,0.8227214127380158,0.9954185658829005,0.6711521,0.97600937,0.1528069664132409,E:\SIH_FINAL_AIS_SATE\satellitedata\satellite_data_2021-11-06T03_49_31Z_2021-11-26T03_49_31Z.zip,E:\SIH_FINAL_AIS_SATE\satellitedata\extracted_sar_data2\S1A_IW_GRDH_1SDV_20211107T001825_20211107T001850_040458_04CC06_9F9A.SAFE\
